Epoch,Loss
0,116625.53125
1,115382.1875
2,114084.765625
3,112707.53125
4,111219.625
5,109583.40625
6,107750.65625
7,105657.3671875
8,103215.7265625
9,100302.078125
10,96737.8828125
11,92261.90625
12,86495.7890625
13,78934.359375
14,69098.84375
15,57224.6328125
16,45469.3359375
17,36826.31640625
18,31342.2109375
19,27360.630859375
20,24057.962890625
21,21212.8671875
22,18746.51953125
23,16606.3828125
24,14748.810546875
25,13136.263671875
26,11736.23828125
27,10520.556640625
28,9464.7734375
29,8547.68359375
30,7750.8857421875
31,7058.4111328125
32,6456.40869140625
33,5932.859375
34,5477.34228515625
35,5080.810546875
36,4735.421875
37,4434.37109375
38,4171.75830078125
39,3942.46923828125
40,3742.069580078125
41,3566.715576171875
42,3413.0771484375
43,3278.267578125
44,3159.787841796875
45,3055.47509765625
46,2963.45849609375
47,2882.116455078125
48,2810.04833984375
49,2746.04248046875
50,2689.05322265625
51,2638.1767578125
52,2592.6318359375
53,2551.742431640625
54,2514.92626953125
55,2481.68115234375
56,2451.571044921875
57,2424.219970703125
58,2399.302734375
59,2376.53759765625
60,2355.680419921875
61,2336.518798828125
62,2318.8681640625
63,2302.56787109375
64,2287.47705078125
65,2273.47314453125
66,2260.44873046875
67,2248.30859375
68,2236.969970703125
69,2226.359130859375
70,2216.41015625
71,2207.06591796875
72,2198.27392578125
73,2189.98876953125
74,2182.169189453125
75,2174.778076171875
76,2167.7822265625
77,2161.1513671875
78,2154.85888671875
79,2148.88037109375
80,2143.193359375
81,2137.77783203125
82,2132.615478515625
83,2127.68896484375
84,2122.983642578125
85,2118.4853515625
86,2114.180908203125
87,2110.058349609375
88,2106.107421875
89,2102.3173828125
90,2098.679443359375
91,2095.184326171875
92,2091.82470703125
93,2088.5927734375
94,2085.48193359375
95,2082.485595703125
96,2079.597900390625
97,2076.813232421875
98,2074.126708984375
99,2071.533203125
100,2069.028076171875
101,2066.607177734375
102,2064.2666015625
103,2062.00244140625
104,2059.8115234375
105,2057.690185546875
106,2055.635498046875
107,2053.64453125
108,2051.71435546875
109,2049.842529296875
110,2048.026611328125
111,2046.26416015625
112,2044.552978515625
113,2042.891357421875
114,2041.2767333984375
115,2039.70751953125
116,2038.181884765625
117,2036.6982421875
118,2035.2547607421875
119,2033.8504638671875
120,2032.4833984375
121,2031.152099609375
122,2029.855712890625
123,2028.592529296875
124,2027.3619384765625
125,2026.162109375
126,2024.99267578125
127,2023.85205078125
128,2022.7392578125
129,2021.65380859375
130,2020.59423828125
131,2019.5599365234375
132,2018.5501708984375
133,2017.5640869140625
134,2016.600830078125
135,2015.659912109375
136,2014.740234375
137,2013.841552734375
138,2012.962890625
139,2012.103759765625
140,2011.263671875
141,2010.44189453125
142,2009.637939453125
143,2008.851318359375
144,2008.08154296875
145,2007.327880859375
146,2006.5902099609375
147,2005.86767578125
148,2005.160400390625
149,2004.467529296875
150,2003.788818359375
151,2003.1239013671875
152,2002.472412109375
153,2001.8338623046875
154,2001.2080078125
155,2000.59423828125
156,1999.99267578125
157,1999.40283203125
158,1998.82421875
159,1998.256591796875
160,1997.6998291015625
161,1997.153564453125
162,1996.6175537109375
163,1996.091552734375
164,1995.5753173828125
165,1995.068603515625
166,1994.5712890625
167,1994.0826416015625
168,1993.60302734375
169,1993.132080078125
170,1992.66943359375
171,1992.215087890625
172,1991.7685546875
173,1991.3299560546875
174,1990.89892578125
175,1990.4755859375
176,1990.059326171875
177,1989.650146484375
178,1989.2481689453125
179,1988.8529052734375
180,1988.464111328125
181,1988.08203125
182,1987.7061767578125
183,1987.3365478515625
184,1986.972900390625
185,1986.6153564453125
186,1986.2637939453125
187,1985.9178466796875
188,1985.5771484375
189,1985.2423095703125
190,1984.912841796875
191,1984.58837890625
192,1984.2689208984375
193,1983.95458984375
194,1983.6453857421875
195,1983.3408203125
196,1983.0408935546875
197,1982.74560546875
198,1982.455078125
199,1982.1689453125
200,1981.8870849609375
201,1981.6092529296875
202,1981.3359375
203,1981.066650390625
204,1980.80126953125
205,1980.539794921875
206,1980.2823486328125
207,1980.028564453125
208,1979.778564453125
209,1979.5322265625
210,1979.28955078125
211,1979.050048828125
212,1978.814208984375
213,1978.5819091796875
214,1978.352783203125
215,1978.126953125
216,1977.9041748046875
