Epoch,Loss
0,38575.8671875
1,38510.515625
2,38447.1328125
3,38385.375
4,38325.14453125
5,38266.33984375
6,38208.89453125
7,38152.7265625
8,38097.78515625
9,38043.9921875
10,37991.29296875
11,37939.6328125
12,37888.9609375
13,37839.22265625
14,37790.3828125
15,37742.3828125
16,37695.1875
17,37648.765625
18,37603.0703125
19,37558.06640625
20,37513.7265625
21,37470.0078125
22,37426.8984375
23,37384.359375
24,37342.3515625
25,37300.87109375
26,37259.87109375
27,37219.34375
28,37179.2578125
29,37139.58984375
30,37100.32421875
31,37061.4375
32,37022.90625
33,36984.71875
34,36946.8515625
35,36909.2890625
36,36872.01171875
37,36835.00390625
38,36798.25
39,36761.734375
40,36725.4375
41,36689.3515625
42,36653.45703125
43,36617.7421875
44,36582.1875
45,36546.78515625
46,36511.5234375
47,36476.3828125
48,36441.3515625
49,36406.421875
50,36371.57421875
51,36336.8046875
52,36302.09375
53,36267.4296875
54,36232.8046875
55,36198.2109375
56,36163.6171875
57,36129.03125
58,36094.4375
59,36059.8203125
60,36025.1640625
61,35990.46875
62,35955.7109375
63,35920.8828125
64,35885.9765625
65,35850.97265625
66,35815.8671875
67,35780.640625
68,35745.28125
69,35709.78125
70,35674.125
71,35638.30078125
72,35602.296875
73,35566.09375
74,35529.67578125
75,35493.046875
76,35456.171875
77,35419.046875
78,35381.65625
79,35343.98046875
80,35306.01171875
81,35267.71875
82,35229.10546875
83,35190.140625
84,35150.8046875
85,35111.09375
86,35070.9765625
87,35030.4375
88,34989.453125
89,34948.015625
90,34906.0859375
91,34863.65234375
92,34820.68359375
93,34777.1640625
94,34733.0625
95,34688.359375
96,34643.015625
97,34597.0078125
98,34550.31640625
99,34502.89453125
100,34454.71875
101,34405.75
102,34355.953125
103,34305.2890625
104,34253.72265625
105,34201.20703125
106,34147.703125
107,34093.15625
108,34037.5234375
109,33980.74609375
110,33922.78125
111,33863.55859375
112,33803.01953125
113,33741.1015625
114,33677.734375
115,33612.84375
116,33546.34765625
117,33478.1640625
118,33408.2109375
119,33336.3828125
120,33262.578125
121,33186.6875
122,33108.59765625
123,33028.1796875
124,32945.296875
125,32859.80078125
126,32771.53515625
127,32680.3359375
128,32586.01171875
129,32488.359375
130,32387.16796875
131,32282.197265625
132,32173.19140625
133,32059.8671875
134,31941.916015625
135,31819.001953125
136,31690.751953125
137,31556.759765625
138,31416.57421875
139,31269.69140625
140,31115.5625
141,30953.572265625
142,30783.03125
143,30603.171875
144,30413.13671875
145,30211.95703125
146,29998.537109375
147,29771.6484375
148,29529.88671875
149,29271.658203125
150,28995.130859375
151,28698.22265625
152,28378.53515625
153,28033.291015625
154,27659.30078125
155,27252.857421875
156,26809.671875
157,26324.7734375
158,25792.4140625
159,25206.0
160,24557.99609375
161,23839.98828125
162,23042.806640625
163,22156.96875
164,21173.498046875
165,20085.4921875
166,18890.556640625
167,17594.3125
168,16214.5693359375
169,14784.734375
