Epoch,Loss
0,37547.32421875
1,37522.01953125
2,37497.1640625
3,37472.59765625
4,37448.29296875
5,37424.23828125
6,37400.4296875
7,37376.8515625
8,37353.5078125
9,37330.3828125
10,37307.4765625
11,37284.77734375
12,37262.28125
13,37239.9765625
14,37217.8671875
15,37195.9375
16,37174.19140625
17,37152.6171875
18,37131.2109375
19,37109.96875
20,37088.8828125
21,37067.94921875
22,37047.1640625
23,37026.5234375
24,37006.015625
25,36985.65625
26,36965.41796875
27,36945.30859375
28,36925.32421875
29,36905.453125
30,36885.6953125
31,36866.0546875
32,36846.515625
33,36827.0859375
34,36807.75
35,36788.5078125
36,36769.3671875
37,36750.30859375
38,36731.3359375
39,36712.44921875
40,36693.640625
41,36674.91015625
42,36656.25390625
43,36637.6640625
44,36619.1484375
45,36600.6953125
46,36582.30078125
47,36563.96875
48,36545.6875
49,36527.46484375
50,36509.29296875
51,36491.1640625
52,36473.0859375
53,36455.046875
54,36437.046875
55,36419.0859375
56,36401.1640625
57,36383.26953125
58,36365.40625
59,36347.5703125
60,36329.765625
61,36311.9765625
62,36294.2109375
63,36276.4609375
64,36258.7265625
65,36241.0078125
66,36223.296875
67,36205.59375
68,36187.8984375
69,36170.2109375
70,36152.51953125
71,36134.828125
72,36117.1328125
73,36099.43359375
74,36081.72265625
75,36064.0078125
76,36046.27734375
77,36028.53125
78,36010.765625
79,35992.984375
80,35975.18359375
81,35957.3515625
82,35939.5
83,35921.61328125
84,35903.6953125
85,35885.75
86,35867.765625
87,35849.7421875
88,35831.66796875
89,35813.5625
90,35795.40625
91,35777.203125
92,35758.94921875
93,35740.63671875
94,35722.26953125
95,35703.84375
96,35685.36328125
97,35666.80859375
98,35648.19140625
99,35629.50390625
100,35610.7421875
101,35591.90625
102,35572.9921875
103,35553.99609375
104,35534.9140625
105,35515.74609375
106,35496.4921875
107,35477.140625
108,35457.69140625
109,35438.14453125
110,35418.4921875
111,35398.734375
112,35378.8671875
113,35358.88671875
114,35338.7890625
115,35318.5703125
116,35298.2265625
117,35277.7578125
118,35257.15234375
119,35236.4140625
120,35215.5390625
121,35194.515625
122,35173.34375
123,35152.01953125
124,35130.5390625
125,35108.8984375
126,35087.08984375
127,35065.109375
128,35042.9609375
129,35020.625
130,34998.1015625
131,34975.390625
132,34952.48046875
133,34929.37109375
134,34906.046875
135,34882.515625
136,34858.765625
137,34834.78125
138,34810.57421875
139,34786.125
140,34761.421875
141,34736.4765625
142,34711.26171875
143,34685.7890625
144,34660.03515625
145,34633.99609375
146,34607.66796875
147,34581.0390625
148,34554.1015625
149,34526.84375
150,34499.2578125
151,34471.34375
152,34443.07421875
153,34414.44921875
154,34385.45703125
155,34356.078125
156,34326.31640625
157,34296.1484375
158,34265.5625
159,34234.546875
