EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.6716718077659607,0.671990692615509,0.6717800498008728,0.6715519428253174
1,0.6760255694389343,0.6770722270011902,0.6756556630134583,0.6760656237602234
2,0.6523999571800232,0.6531796455383301,0.6521840691566467,0.6523438096046448
3,0.6717313528060913,0.6717880964279175,0.672234833240509,0.671605110168457
4,0.6397718191146851,0.6419984698295593,0.6384729146957397,0.6401069760322571
5,0.6375243067741394,0.6394336819648743,0.6364930868148804,0.6377509236335754
6,0.6246258020401001,0.6235353946685791,0.6262084245681763,0.6243714690208435
7,0.6607099175453186,0.6615145802497864,0.6606085300445557,0.6607431769371033
8,0.6517915725708008,0.6504576206207275,0.6543909907341003,0.6522873640060425
9,0.6597612500190735,0.6598268747329712,0.6600555777549744,0.659462034702301
10,0.6619054675102234,0.6630190014839172,0.661851167678833,0.6622595191001892
11,0.6677590608596802,0.668817400932312,0.6673370599746704,0.6677731871604919
12,0.6575326323509216,0.6561424732208252,0.6599057912826538,0.657825231552124
13,0.6362690925598145,0.6358048319816589,0.6374505162239075,0.6363354921340942
14,0.6749083399772644,0.6745800971984863,0.6758266687393188,0.674747109413147
15,0.6460050940513611,0.646470844745636,0.6456944942474365,0.645401656627655
16,0.6488890051841736,0.64951092004776,0.6489369869232178,0.6488538980484009
17,0.6486497521400452,0.6490656733512878,0.6488813757896423,0.6485857963562012
18,0.6336928606033325,0.6319662928581238,0.636017382144928,0.6336108446121216
19,0.6233386397361755,0.6234577894210815,0.6244370937347412,0.6238243579864502
