EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.6395532488822937,0.7816749215126038,0.6900060772895813,0.6576142311096191
1,0.6673910021781921,0.7924120426177979,0.7001926302909851,0.6836368441581726
2,0.6362287402153015,0.7838180065155029,0.6655117273330688,0.6667309999465942
3,0.6669525504112244,0.7946880459785461,0.7004898190498352,0.6758931279182434
4,0.6738439798355103,0.8029234409332275,0.7020606398582458,0.6880794167518616
5,0.669893205165863,0.8017426133155823,0.7190827131271362,0.6817526817321777
6,0.6733684539794922,0.7901716232299805,0.7258163094520569,0.6814377903938293
7,0.6374931335449219,0.792401134967804,0.6752033233642578,0.6513579487800598
8,0.6305437684059143,0.7743192911148071,0.6643301844596863,0.6848220825195312
9,0.642303466796875,0.7360464334487915,0.728115975856781,0.6479260921478271
10,0.681925356388092,0.8147527575492859,0.7857168912887573,0.8138298988342285
11,0.6464070081710815,0.8046900629997253,0.689301609992981,0.658507764339447
12,0.6516014337539673,0.79339200258255,0.6879474520683289,0.6685148477554321
13,0.6978402137756348,0.8106987476348877,0.7500037550926208,0.7020599246025085
14,0.6465650200843811,0.7778975367546082,0.6823016405105591,0.6894132494926453
15,0.6464065909385681,0.7997685074806213,0.6808390021324158,0.6677318215370178
16,0.6413168907165527,0.8222721815109253,0.6598005890846252,0.6893100142478943
17,0.6394614577293396,0.7634482383728027,0.6810476183891296,0.646984875202179
18,0.6518945693969727,0.7919233441352844,0.6888138651847839,0.7122119069099426
19,0.6313145160675049,0.76295405626297,0.6966173648834229,0.6447112560272217
