EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.6334224343299866,0.6475987434387207,0.653504490852356,0.6313247084617615
1,0.6829022765159607,0.6943251490592957,0.7009715437889099,0.6844121217727661
2,0.6571516990661621,0.6921266913414001,0.6587626934051514,0.6594646573066711
3,0.6677912473678589,0.6979974508285522,0.6726163029670715,0.6704808473587036
4,0.6796891093254089,0.7006552815437317,0.6943061947822571,0.6798281073570251
5,0.6657556891441345,0.6939311623573303,0.6712396144866943,0.6684784889221191
6,0.6590486168861389,0.6762972474098206,0.6790828704833984,0.6561942100524902
7,0.6435534358024597,0.6513976454734802,0.6699099540710449,0.6434056758880615
8,0.6827318668365479,0.7076875567436218,0.6939398050308228,0.6819599270820618
9,0.6758904457092285,0.7085821628570557,0.6757586002349854,0.6759976148605347
10,0.6708347797393799,0.6880813241004944,0.6894684433937073,0.6710798144340515
11,0.6736783981323242,0.6786566376686096,0.7023829817771912,0.6710948348045349
12,0.6678890585899353,0.6751843690872192,0.6933236122131348,0.6659324169158936
13,0.6514421701431274,0.6787270307540894,0.664230465888977,0.6525951027870178
14,0.6662850975990295,0.6992462873458862,0.6735576391220093,0.6684242486953735
15,0.6374654769897461,0.6590611338615417,0.6521379947662354,0.6369044780731201
16,0.6892606616020203,0.7031206488609314,0.704456090927124,0.6883507370948792
17,0.648642361164093,0.6660804748535156,0.6718817353248596,0.6481438875198364
18,0.6619870066642761,0.674198567867279,0.6877147555351257,0.6586244106292725
19,0.6339061856269836,0.6702560186386108,0.6401842832565308,0.633334219455719
