EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.6453514695167542,0.6447318196296692,0.645893394947052,0.6451008319854736
1,0.6780539155006409,0.6785746812820435,0.6776542067527771,0.6779148578643799
2,0.664585292339325,0.6639119386672974,0.6653571128845215,0.6644333600997925
3,0.642924427986145,0.6443718075752258,0.6418494582176208,0.6430566906929016
4,0.6591595411300659,0.6591598391532898,0.6593170762062073,0.659095048904419
5,0.6525802612304688,0.6527799963951111,0.6525624990463257,0.6525711417198181
6,0.6185557246208191,0.6182430982589722,0.6189806461334229,0.6184355020523071
7,0.6390259265899658,0.6394714713096619,0.6388614177703857,0.6390560269355774
8,0.6382266283035278,0.6386393308639526,0.6382579207420349,0.6384690999984741
9,0.6661626696586609,0.6665867567062378,0.665798008441925,0.666019856929779
10,0.6481242179870605,0.6485938429832458,0.6476718783378601,0.6479375958442688
11,0.6587246060371399,0.6580207347869873,0.6592637896537781,0.6583138704299927
12,0.6336147785186768,0.6343597769737244,0.6331913471221924,0.6336999535560608
13,0.6624337434768677,0.6635616421699524,0.6616883873939514,0.6626039743423462
14,0.6597892642021179,0.6602836847305298,0.6594690680503845,0.6597298383712769
15,0.6516719460487366,0.6497513651847839,0.653537392616272,0.6513717770576477
16,0.6919880509376526,0.6922587752342224,0.6916924715042114,0.6917290091514587
17,0.6480312347412109,0.6489988565444946,0.6474822163581848,0.6482119560241699
18,0.6552330255508423,0.6550289988517761,0.6556082367897034,0.6551955342292786
19,0.6462280750274658,0.6458254456520081,0.6469263434410095,0.6462715268135071
