EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.6232487559318542,0.6230559945106506,0.6290403604507446,0.622782826423645
1,0.6129027009010315,0.6104522347450256,0.6212878227233887,0.6126260757446289
2,0.6668264269828796,0.6615772843360901,0.6772748827934265,0.6662208437919617
3,0.6553160548210144,0.6639544367790222,0.6521598100662231,0.655908465385437
4,0.6427162289619446,0.652041494846344,0.6389275193214417,0.6433248519897461
5,0.6666613221168518,0.6709108352661133,0.6688418388366699,0.6672608256340027
6,0.6673277020454407,0.6724246740341187,0.6675571203231812,0.6673792004585266
7,0.6784626245498657,0.6805986166000366,0.6816416382789612,0.678399920463562
8,0.6149238348007202,0.6219160556793213,0.6134764552116394,0.6150675415992737
9,0.632728099822998,0.6341632604598999,0.6372619867324829,0.6320809721946716
10,0.6647627353668213,0.6606509685516357,0.6733376383781433,0.66441810131073
11,0.6545162200927734,0.6622210144996643,0.6530101299285889,0.6545791029930115
12,0.6800180077552795,0.6837655305862427,0.681302011013031,0.6801570057868958
13,0.6627387404441833,0.6675171256065369,0.663332998752594,0.6627486348152161
14,0.6724433898925781,0.6737812757492065,0.676184356212616,0.6723170876502991
15,0.6337059736251831,0.6413856744766235,0.6329393982887268,0.6335985064506531
16,0.6564242243766785,0.6667245030403137,0.6517819762229919,0.6566177010536194
17,0.6358736157417297,0.6372401118278503,0.6397191286087036,0.6357037425041199
18,0.6578973531723022,0.6563884019851685,0.6645622253417969,0.6572796702384949
19,0.6088446378707886,0.61093670129776,0.6122461557388306,0.6088986396789551
