EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.6434981226921082,0.6599677801132202,0.6422663331031799,0.6440288424491882
1,0.6912804841995239,0.6976377964019775,0.6976359486579895,0.6918352842330933
2,0.6701258420944214,0.6726553440093994,0.6827366948127747,0.6697294116020203
3,0.6577867269515991,0.6669256091117859,0.6634486317634583,0.6577991247177124
4,0.6367926001548767,0.6524866819381714,0.6381914019584656,0.6363871097564697
5,0.6721753478050232,0.679199755191803,0.6785062551498413,0.6723668575286865
6,0.6315338611602783,0.6408764719963074,0.6378623247146606,0.6312341690063477
7,0.6315454840660095,0.6489101052284241,0.6305163502693176,0.6322248578071594
8,0.6201606392860413,0.6267552971839905,0.6306775212287903,0.6190415620803833
9,0.6397114992141724,0.6433460712432861,0.6513879299163818,0.6385548114776611
10,0.6944724321365356,0.6964824795722961,0.704118013381958,0.6944313645362854
11,0.6672319173812866,0.6783086061477661,0.6699239015579224,0.6675982475280762
12,0.6385411620140076,0.6417075395584106,0.6513663530349731,0.6380301117897034
13,0.633496105670929,0.634803295135498,0.6482396721839905,0.6325871348381042
14,0.6510562300682068,0.6493624448776245,0.6663589477539062,0.6505795121192932
15,0.6575778722763062,0.6745445728302002,0.6564834713935852,0.6580908298492432
16,0.6730579137802124,0.6840917468070984,0.676180362701416,0.6722924113273621
17,0.6414820551872253,0.6479161977767944,0.6485587358474731,0.6418085694313049
18,0.6691007614135742,0.6810519695281982,0.6713692545890808,0.6693795919418335
19,0.6753311157226562,0.6735217571258545,0.6890289187431335,0.6751986145973206
