EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.6430719494819641,0.9943424463272095,0.7147822380065918,0.6639363765716553
1,0.6644704341888428,0.9994586706161499,0.725182831287384,0.6803962588310242
2,0.6799768209457397,0.9191127419471741,0.7255173921585083,0.7178943157196045
3,0.6627545356750488,0.9203181266784668,0.7429146766662598,0.6883302927017212
4,0.6377755999565125,0.9854643940925598,0.7502681612968445,0.7810108065605164
5,0.6566649079322815,0.9229885935783386,0.7617281079292297,0.6666775941848755
6,0.6566146612167358,0.9674187898635864,0.7281023859977722,0.6818537712097168
7,0.6869479417800903,1.0115717649459839,0.7266280651092529,0.7169178128242493
8,0.6350034475326538,0.9342204332351685,0.6901353001594543,0.6737911701202393
9,0.6628928184509277,0.9484022259712219,0.840815544128418,0.8605045080184937
10,0.6676859855651855,0.9979820251464844,0.7355196475982666,0.675762951374054
11,0.6569521427154541,0.9313883781433105,0.7450442910194397,0.6867201924324036
12,0.6395239233970642,0.9025880098342896,0.7167713642120361,0.6779665946960449
13,0.631010115146637,0.9503908753395081,0.6791410446166992,0.6833128929138184
14,0.6473574638366699,1.0055530071258545,0.6734787225723267,0.6909680962562561
15,0.6569452285766602,0.9679615497589111,1.512052297592163,1.5207442045211792
16,0.6701970100402832,0.9536991715431213,0.7497565150260925,0.6994942426681519
17,0.6878549456596375,0.9819595813751221,0.741847813129425,0.734390139579773
18,0.639809787273407,0.9181185364723206,0.7139860987663269,0.676923394203186
19,0.6569218635559082,0.9413732886314392,0.7095664143562317,0.7000117301940918
