EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7550554275512695,0.8076242208480835,0.8041597604751587,0.7550991773605347
1,0.7597814202308655,0.8000375628471375,0.8100268244743347,0.759847104549408
2,0.7664098143577576,0.8080554008483887,0.8350755572319031,0.7663521766662598
3,0.7244926691055298,0.7734875082969666,0.790240466594696,0.7244392037391663
4,0.779564619064331,0.8332964181900024,0.8249086737632751,0.779606282711029
5,0.7571945786476135,0.7996381521224976,0.8182809352874756,0.7571949362754822
6,0.7473949790000916,0.7880661487579346,0.8075855374336243,0.747414767742157
7,0.7403460741043091,0.785298764705658,0.8130196928977966,0.7402492165565491
8,0.7690874338150024,0.7985267639160156,0.8562178611755371,0.7689631581306458
9,0.7611351013183594,0.8204366564750671,0.8035950660705566,0.7612009048461914
10,0.7414885759353638,0.7861568331718445,0.8045508861541748,0.7414878606796265
11,0.7792953252792358,0.839024543762207,0.8329808115959167,0.7792739868164062
12,0.7768735289573669,0.8141582608222961,0.8607999086380005,0.7767741084098816
13,0.7475008964538574,0.7929404973983765,0.8098992705345154,0.7475190758705139
14,0.7476377487182617,0.8111942410469055,0.7912473082542419,0.7476446032524109
15,0.7741210460662842,0.8325552344322205,0.8277760744094849,0.7740626335144043
16,0.7474980354309082,0.8011931777000427,0.8017916083335876,0.747497022151947
17,0.7617552876472473,0.8106452226638794,0.825027585029602,0.7617464661598206
18,0.7406477332115173,0.791266143321991,0.8099678754806519,0.7405734658241272
19,0.753156304359436,0.8122593760490417,0.7992333769798279,0.7531819939613342
