EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.718712329864502,0.7193847298622131,0.7182783484458923,0.7187120318412781
1,0.7689704298973083,0.7688885927200317,0.7692785263061523,0.7689704298973083
2,0.7414872050285339,0.7416415810585022,0.7415457367897034,0.7414871454238892
3,0.7587305903434753,0.7587489485740662,0.7589299082756042,0.7587307095527649
4,0.7726829648017883,0.7724825143814087,0.7731220126152039,0.7726831436157227
5,0.7577943205833435,0.7579411864280701,0.7578961253166199,0.757794201374054
6,0.767184853553772,0.7667093873023987,0.7678927779197693,0.7671852111816406
7,0.7402189373970032,0.7401458621025085,0.7405561208724976,0.7402190566062927
8,0.7646097540855408,0.7641185522079468,0.7653301954269409,0.7646101117134094
9,0.778257429599762,0.7785343527793884,0.7781996130943298,0.778257429599762
10,0.7636469602584839,0.7630110383033752,0.7645404934883118,0.7636474967002869
11,0.742359459400177,0.7423312664031982,0.7426243424415588,0.7423595190048218
12,0.7580788731575012,0.7582442164421082,0.7581599354743958,0.7580787539482117
13,0.7687660455703735,0.7692888379096985,0.7684730291366577,0.7687656879425049
14,0.7511131763458252,0.7515025734901428,0.750960648059845,0.7511131167411804
15,0.7405945062637329,0.7415717244148254,0.7398372292518616,0.7405940294265747
16,0.7565675377845764,0.7563794851303101,0.7569922208786011,0.7565677165985107
17,0.7453594207763672,0.7451671957969666,0.7457785606384277,0.7453595995903015
18,0.7546902298927307,0.7546097040176392,0.7550145387649536,0.7546902894973755
19,0.7325443625450134,0.7327271699905396,0.7325961589813232,0.7325442433357239
