EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.779535710811615,1.0388202667236328,0.9947903752326965,0.7818312048912048
1,0.752281665802002,1.0528478622436523,0.992104709148407,0.7552054524421692
2,0.7544229626655579,1.0262912511825562,1.0257949829101562,0.7563088536262512
3,0.743678092956543,1.034253478050232,1.0433003902435303,0.7426275610923767
4,0.7643279433250427,1.0719746351242065,1.0111497640609741,0.7675729393959045
5,0.7732278108596802,1.0322868824005127,1.0428948402404785,0.7747525572776794
6,0.7658746838569641,1.0473170280456543,1.0491905212402344,0.7649480104446411
7,0.7777209281921387,1.0485575199127197,1.0471616983413696,0.7790684103965759
8,0.75721675157547,1.0281651020050049,1.0316587686538696,0.7615252733230591
9,0.7590282559394836,1.0388401746749878,1.0206260681152344,0.7590215802192688
10,0.727730393409729,1.0140576362609863,1.0100291967391968,0.7312237620353699
11,0.7437450289726257,1.0039141178131104,1.0189123153686523,0.7477599382400513
12,0.7566097974777222,1.010816216468811,1.0263546705245972,0.7621009945869446
13,0.7485496997833252,1.0232152938842773,1.0469554662704468,0.7494783401489258
14,0.7444033026695251,1.003778100013733,1.0526669025421143,0.7435733079910278
15,0.7349720597267151,1.0023751258850098,1.0066277980804443,0.7404974102973938
16,0.7146285772323608,0.9830722808837891,1.0001660585403442,0.7173699736595154
17,0.7611300349235535,1.019023060798645,1.0458227396011353,0.7624667882919312
18,0.7469744682312012,1.0161123275756836,1.0175294876098633,0.7464995384216309
19,0.7527767419815063,0.9983493089675903,1.0489501953125,0.756024181842804
