EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7776271104812622,0.7775169014930725,0.7783569693565369,0.7776274085044861
1,0.7414776086807251,0.7416588068008423,0.741908609867096,0.7414776086807251
2,0.7547898292541504,0.7546869516372681,0.7555121779441833,0.7547900080680847
3,0.7614904642105103,0.7619479894638062,0.7616676688194275,0.7614904642105103
4,0.7783361077308655,0.7785364985466003,0.7787426114082336,0.7783361077308655
5,0.7461170554161072,0.7461879253387451,0.7467094659805298,0.746117115020752
6,0.7438687682151794,0.7430496215820312,0.7452795505523682,0.7438690662384033
7,0.7631489038467407,0.7633199691772461,0.7636111378669739,0.7631490230560303
8,0.7562136054039001,0.7567046284675598,0.7563253045082092,0.7562135457992554
9,0.7563025951385498,0.7565343379974365,0.7566965818405151,0.7563025951385498
10,0.7588354349136353,0.758917510509491,0.7593390941619873,0.7588353157043457
11,0.7216143012046814,0.7217480540275574,0.7221114039421082,0.7216143608093262
12,0.7386742234230042,0.7389949560165405,0.7389990091323853,0.7386742234230042
13,0.749046802520752,0.7490626573562622,0.7497403025627136,0.7490466237068176
14,0.7615005373954773,0.7613261938095093,0.7623587846755981,0.7615006566047668
15,0.7316404581069946,0.731216549873352,0.7327094078063965,0.7316407561302185
16,0.7559616565704346,0.7560702562332153,0.7564585208892822,0.7559618353843689
17,0.778376579284668,0.777865469455719,0.7794737815856934,0.7783768773078918
18,0.7369405031204224,0.7372144460678101,0.7373542189598083,0.7369404435157776
19,0.7387356162071228,0.7393720746040344,0.738727867603302,0.7387354969978333
