EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7641595602035522,0.882859468460083,0.947374165058136,0.7622049450874329
1,0.7387657165527344,0.8559815883636475,0.9068059325218201,0.7390053868293762
2,0.7283468246459961,0.8424253463745117,0.886012613773346,0.7287278771400452
3,0.7563112378120422,0.8785945177078247,0.9006946086883545,0.7565984725952148
4,0.77677983045578,0.8962743878364563,0.9106681942939758,0.7774226665496826
5,0.7501543760299683,0.8541737198829651,0.9211382269859314,0.7502335906028748
6,0.731825053691864,0.8554878830909729,0.8903906941413879,0.7317267656326294
7,0.7637791633605957,0.8754398822784424,0.9146036505699158,0.7643492817878723
8,0.7727138996124268,0.8882701992988586,0.9602871537208557,0.7710120677947998
9,0.7602663636207581,0.8784988522529602,0.8904045820236206,0.7610462307929993
10,0.7800276875495911,0.8899797797203064,0.9081095457077026,0.780087411403656
11,0.7671735882759094,0.876702606678009,0.9390320777893066,0.7666102647781372
12,0.7576445937156677,0.8853518962860107,0.9148698449134827,0.7568928003311157
13,0.7618914246559143,0.8617196083068848,0.9257159233093262,0.7612144947052002
14,0.7385661602020264,0.8652635216712952,0.8895618319511414,0.7388197183609009
15,0.7615392804145813,0.8952146768569946,0.9057810306549072,0.7611120939254761
16,0.7547926902770996,0.8831753134727478,0.9318075180053711,0.753923773765564
17,0.7621880769729614,0.8861724734306335,0.9215381741523743,0.7622973918914795
18,0.7418797016143799,0.8438597321510315,0.9057672619819641,0.7422512769699097
19,0.7592522501945496,0.8664513230323792,0.9305585026741028,0.7587704062461853
