EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7442781925201416,0.7483202219009399,0.7452408075332642,0.744277834892273
1,0.7341220378875732,0.7362263798713684,0.7370110750198364,0.7341221570968628
2,0.7504215836524963,0.75030517578125,0.756176769733429,0.7504218220710754
3,0.7554399967193604,0.758819043636322,0.7565509080886841,0.7554395198822021
4,0.7678854465484619,0.772090494632721,0.7684345245361328,0.7678852677345276
5,0.788852334022522,0.7889989018440247,0.7935141921043396,0.7888524532318115
6,0.7701612114906311,0.7745167016983032,0.7706413865089417,0.770160973072052
7,0.7617979645729065,0.7625468373298645,0.7664818167686462,0.7617979645729065
8,0.7682926058769226,0.7678660154342651,0.7731132507324219,0.768293023109436
9,0.765278160572052,0.7673290967941284,0.7683323621749878,0.7652782201766968
10,0.7471034526824951,0.7507838606834412,0.7484802603721619,0.7471033930778503
11,0.7385948300361633,0.7400543093681335,0.7425404787063599,0.7385948896408081
12,0.7587820291519165,0.761534571647644,0.760796844959259,0.7587819695472717
13,0.7419896125793457,0.7473053336143494,0.7420641779899597,0.7419891357421875
14,0.7483947277069092,0.752130925655365,0.7494946718215942,0.7483945488929749
15,0.7272434234619141,0.7280284762382507,0.7312893867492676,0.7272437214851379
16,0.7396810054779053,0.7390339970588684,0.7454895377159119,0.7396813035011292
17,0.7671710252761841,0.7714973092079163,0.7678391337394714,0.767170786857605
18,0.7637458443641663,0.7637837529182434,0.7683017253875732,0.7637462615966797
19,0.7565307021141052,0.7557350993156433,0.7625720500946045,0.7565310001373291
